X_Scale,Y_Scale,H_Ell_Scale,NS,CMI_na,Weird_Depth_na,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,H_Ell,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031,
5.372833517,-131.0264986,7.36787,11,-9999,-0.07889,,182,-13.09395708,149.3276166,,,,,737.183,,,-13.18923655,293.7374468,-7.889,,,,,53728.33517,-1310264.986
5.382555095,-131.0264756,7.37037,11,-1.504738225,-0.07786,-150.4738225,182,-13.09395708,145.8946021,5,-280.6876056,-4.579220344,276.1083853,737.062,,-296.0704918,-13.09395708,291.4912714,-7.786,,,,,53825.55095,-1310264.756
5.392275157,-131.0264508,7.37265,11,-1.462815736,-0.08098,-146.2815736,182,-13.18923655,142.6357449,5,-281.2792498,-3.645828672,277.6334212,736.959,,-293.942082,-13.18923655,290.2962533,-8.098,,,,,53922.75157,-1310264.508
5.401993671,-131.0264263,7.37488,11,-1.429000378,-0.08163,-142.9000378,182,-13.18923655,139.2048332,5,-282.171344,-3.69520458,278.4761394,736.855,,-295.8232219,-13.09395708,292.1280174,-8.163,,,,,54019.93671,-1310264.263
5.411711184,-131.0264031,7.37689,11,-1.415716662,-0.08321,-141.5716662,182,-13.28451602,136.6544693,5,-295.238988,-4.917196896,290.3217911,736.738,,-297.356877,-15.66650287,292.4396801,-8.321,,,,,54117.11184,-1310264.031
5.421427682,-131.026382,7.37843,11,-1.399018386,-0.08138,-139.9018386,182,-13.3797955,134.9166523,5,-294.3007571,-4.985186343,289.3155708,736.63,,-298.0421913,-13.47507497,293.057005,-8.138,,,,,54214.27682,-1310263.82
5.431142321,-131.0263627,7.37965,11,-1.384798559,-0.08367,-138.4798559,182,-13.57035445,133.3993676,5,-293.6734836,-5.080488303,288.5929953,736.533,,-298.5926171,-13.57035445,293.5121288,-8.367,,,,,54311.42321,-1310263.627
5.440855109,-131.0263448,7.38088,11,-1.414840721,-0.08499,-141.4840721,182,-13.3797955,136.3066251,5,-294.3149897,-5.177447026,289.1375426,736.434,,-297.6046876,-13.3797955,292.4272406,-8.499,,,,,54408.55109,-1310263.448
5.450565867,-131.026328,7.38202,11,-1.468019447,-0.08591,-146.8019447,182,-13.3797955,141.5440795,5,-294.9554994,-5.257865114,289.6976343,736.352,,-296.7548372,-13.3797955,291.4969721,-8.591,,,,,54505.65867,-1310263.28
5.460274341,-131.0263135,7.38279,11,-1.52143235,-0.08587,-152.143235,182,-13.28451602,146.7956363,5,-295.6053226,-5.347598662,290.2577239,736.261,,-297.9539642,-13.28451602,292.6063656,-8.587,,,,,54602.74341,-1310263.135
5.469980335,-131.026301,7.38326,11,-1.56178986,-0.08649,-156.178986,182,-13.28451602,150.7541234,5,-296.0968561,-5.424862623,290.6719934,736.182,,-299.5203383,-13.18923655,294.0954757,-8.649,,,,,54699.80335,-1310263.01
5.479683482,-131.0262894,7.3835,11,-1.592946128,-0.08697,-159.2946128,182,-13.18923655,153.84696,5,-296.1351574,-5.447652747,290.6875046,736.161,,-299.8092093,-13.18923655,294.3615565,-8.697,,,,,54796.83482,-1310262.894
5.489384526,-131.026274,7.38351,11,-1.594160634,-0.0879,-159.4160634,182,-13.28451602,154.9886748,5,-295.6447074,-4.427388577,291.2173189,736.182,,-297.8362732,-13.28451602,293.4088846,-8.79,,,,,54893.84526,-1310262.74
5.499083701,-131.0262546,7.3835,11,-1.588202084,-0.08781,-158.8202084,182,-13.28451602,154.4036642,5,-295.6490017,-4.416544124,291.2324576,736.192,,-295.4715106,-13.3797955,291.0549665,-8.781,,,,,54990.83701,-1310262.546
5.508781428,-131.0262343,7.38322,11,-1.582109925,-0.08991,-158.2109925,182,-13.28451602,153.7663647,5,-295.6770854,-4.444627865,291.2324576,736.16,,-291.0631269,-13.3797955,286.6184991,-8.991,,,,,55087.81428,-1310262.343
5.518477209,-131.0262161,7.38254,11,-1.594544338,-0.09015,-159.4544338,182,-13.28451602,154.9607045,5,-295.7261869,-4.493729265,291.2324576,736.116,,-292.1321307,-13.3797955,287.6384015,-9.015,,,,,55184.77209,-1310262.161
5.528170101,-131.0261993,7.38148,11,-1.62419288,-0.08936,-162.419288,182,-13.09395708,157.9182438,5,-295.7892305,-4.501044124,291.2881864,736.108,,-295.4131482,-13.09395708,290.912104,-8.936,,,,,55281.70101,-1310261.993
5.537861092,-131.0261797,7.38053,11,-1.655211067,-0.08985,-165.5211067,182,-13.09395708,160.9887824,5,-296.3777384,-4.532324314,291.845414,736.078,,-295.2895824,-13.09395708,290.7572581,-8.985,,,,,55378.61092,-1310261.797
5.547550124,-131.0261552,7.37974,11,-1.675552412,-0.08972,-167.5552412,182,-13.28451602,162.986423,5,-296.9743569,-4.568818219,292.4055386,736.04,,-295.3067602,-13.28451602,290.737942,-8.972,,,,,55475.50124,-1310261.552
5.557236764,-131.0261285,7.37854,11,-1.675138318,-0.09014,-167.5138318,182,-13.28451602,162.9312902,5,-297.7876276,-4.582541579,293.205086,736.026,,-295.4288704,-13.28451602,290.8463288,-9.014,,,,,55572.36764,-1310261.285
5.566919932,-131.0261042,7.37711,11,-1.671064136,-0.09038,-167.1064136,182,-13.57035445,162.5537382,5,-298.8656059,-4.552675383,294.3129305,736.057,,-293.2541351,-13.66563392,288.7014597,-9.038,,,,,55669.19932,-1310261.042
5.57659978,-131.026084,7.37608,11,-1.668463899,-0.0874,-166.8463899,182,-13.47507497,162.3209707,5,-299.8120345,-4.525419124,295.2866154,736.083,,-290.9243413,-13.47507497,286.3989222,-8.74,,,,,55765.9978,-1310260.84
5.586277243,-131.026066,7.37538,11,-1.667405871,-0.08551,-166.7405871,182,-13.76091339,162.1805694,5,-300.9258829,-4.560017718,296.3658652,736.046,,-295.8431278,-13.76091339,291.2831101,-8.551,,,,,55862.77243,-1310260.66
5.595952486,-131.0260483,7.3748,11,-1.672903934,-0.08454,-167.2903934,182,-14.04675182,162.7044118,5,-301.7774907,-4.585981624,297.1915091,736.022,,-297.1779369,-14.14203129,292.5919553,-8.454,,,,,55959.52486,-1310260.483
5.605625418,-131.0260309,7.37412,11,-1.679287013,-0.08325,-167.9287013,182,-14.04675182,163.3321572,5,-301.0153091,-4.596544124,296.418765,736.012,,-297.125922,-13.95147234,292.5293779,-8.325,,,,,56056.25418,-1310260.309
5.615295316,-131.0260148,7.3736,11,-1.67877072,-0.08371,-167.877072,182,-14.14203129,163.3059482,5,-300.4272416,-4.571123839,295.8561177,736.034,,-294.9066075,-14.14203129,290.3354837,-8.371,,,,,56152.95316,-1310260.148
5.624961904,-131.025999,7.3737,11,-1.668347874,-0.08384,-166.8347874,182,-14.04675182,162.3466177,5,-299.4173261,-4.48816969,294.9291565,736.116,,-295.877121,-14.04675182,291.3889513,-8.384,,,,,56249.61904,-1310259.99
5.634625458,-131.0259824,7.37366,11,-1.658649972,-0.08284,-165.8649972,182,-14.04675182,161.4534723,5,-299.4188329,-4.411524836,295.007308,736.195,,-297.1059428,-14.04675182,292.694418,-8.284,,,,,56346.25458,-1310259.824
5.644286445,-131.0259643,7.37333,11,-1.704678929,-0.08284,-170.4678929,182,-14.23731076,166.1038923,5,-299.3712755,-4.364000531,295.0072749,736.244,,-298.1648181,-14.23731076,293.8008176,-8.284,,,,,56442.86445,-1310259.643
5.653945257,-131.0259453,7.37337,11,-1.707701113,-0.07958,-170.7701113,182,-14.14203129,165.450139,5,-299.9133522,-5.319972295,294.5933799,736.288,,-298.8840874,-14.14203129,293.5641151,-7.958,,,,,56539.45257,-1310259.453
5.663601034,-131.025926,7.37388,11,-1.649373716,-0.07918,-164.9373716,182,-14.14203129,159.674389,5,-299.855988,-5.262982557,294.5930054,736.347,,-293.8435635,-13.85619287,288.580581,-7.918,,,,,56636.01034,-1310259.26
5.673253764,-131.0259087,7.37411,11,-1.629041144,-0.07785,-162.9041144,182,-13.76091339,157.7284949,5,-299.6224322,-5.175619457,294.4468128,736.436,,-297.30838,-15.95234129,292.1327606,-7.785,,,,,56732.53764,-1310259.087
5.682904299,-131.025892,7.37404,11,-1.63764049,-0.07674,-163.764049,182,-13.57035445,158.6800575,5,-298.6878695,-5.08399146,293.603878,736.529,,-300.6745411,-13.57035445,295.5905497,-7.674,,,,,56829.04299,-1310258.92
5.692553043,-131.0258742,7.37462,11,-1.646574779,-0.07913,-164.6574779,182,-13.57035445,159.6277497,5,-297.8121518,-5.029728151,292.7824236,736.581,,-299.9091493,-13.76091339,294.8794211,-7.913,,,,,56925.53043,-1310258.742
5.702199731,-131.025856,7.37575,11,-1.645271546,-0.07954,-164.5271546,182,-13.66563392,159.5477695,5,-298.0006211,-4.979385105,293.021236,736.624,,-291.2417536,-13.85619287,286.2623685,-7.954,,,,,57021.99731,-1310258.56
5.711844485,-131.0258381,7.37707,11,-1.627132081,-0.07888,-162.7132081,182,-13.57035445,158.8157608,5,-298.9822032,-3.897447234,295.0847559,736.706,,-282.6696638,-13.47507497,278.7722165,-7.888,,,,,57118.44485,-1310258.381
5.721487675,-131.025821,7.37836,11,-1.618125017,-0.08276,-161.8125017,182,-13.3797955,158.0059684,5,-300.2108012,-3.806533335,296.4042679,736.799,,-283.4379599,-13.3797955,279.6314266,-8.276,,,,,57214.87675,-1310258.21
5.731130068,-131.0258065,7.37893,11,-1.620141513,-0.08276,-162.0141513,182,-13.18923655,157.256739,5,-296.1769256,-4.757412248,291.4195134,736.85,,-291.4955528,-13.18923655,286.7381406,-8.276,,,,,57311.30068,-1310258.065
5.74077164,-131.0257965,7.37893,11,-1.607203368,-0.08221,-160.7203368,182,-13.09395708,155.9954766,5,-285.6517056,-4.724860246,280.9268454,736.883,,-299.1604301,-13.09395708,294.4355698,-8.221,,,,,57407.7164,-1310257.965
5.750412212,-131.0257911,7.37921,11,-1.593898216,-0.08251,-159.3898216,182,-12.9986776,154.6989588,5,-283.3591469,-4.690862797,278.6682841,736.917,,-299.9307707,-12.9986776,295.2399079,-8.251,,,,,57504.12212,-1310257.911
5.760052008,-131.0257898,7.37985,11,-1.580964627,-0.08272,-158.0964627,182,-12.90339813,153.4399215,5,-294.7359805,-4.656541194,290.0794393,736.953,,-301.9356398,-12.90339813,297.2790986,-8.272,,,,,57600.52008,-1310257.898
5.769691253,-131.0257911,7.38048,11,-1.565517723,-0.08272,-156.5517723,182,-12.9986776,151.9370263,5,-299.1450718,-4.614746046,294.5303258,736.996,,-302.0118113,-12.90339813,297.3970652,-8.272,,,,,57696.91253,-1310257.911
5.779330375,-131.0257928,7.38079,11,-1.537356939,-0.08383,-153.7356939,182,-12.90339813,149.1745752,5,-299.1573626,-4.561118744,294.5962439,737.05,,-301.9609679,-12.90339813,297.3998491,-8.383,,,,,57793.30375,-1310257.928
5.788969255,-131.0257944,7.3809,11,-1.494097743,-0.08299,-149.4097743,182,-12.71283918,145.9081809,5,-299.0718571,-3.501593373,295.5702638,737.113,,-301.8792955,-12.71283918,298.3777021,-8.299,,,,,57889.69255,-1310257.944
5.798608462,-131.0257947,7.38076,11,-1.477675388,-0.07895,-147.7675388,182,-12.80811866,144.3299734,5,-300.6812961,-3.437565373,297.2437307,737.168,,-302.8506834,-12.9986776,299.4131181,-7.895,,,,,57986.08462,-1310257.947
5.808248233,-131.0257934,7.38111,11,-1.486295382,-0.07925,-148.6295382,182,-12.71283918,145.2270992,5,-301.4110441,-3.402439025,298.0086051,737.204,,-302.6276533,-12.80811866,299.2252142,-7.925,,,,,58082.48233,-1310257.934
5.817888164,-131.0257921,7.38168,11,-1.496977524,-0.07895,-149.6977524,182,-12.61755971,146.3339219,5,-302.1575251,-3.363830475,298.7936947,737.243,,-302.3278219,-12.61755971,298.9639914,-7.895,,,,,58178.88164,-1310257.921
5.827527719,-131.0257913,7.38171,11,-1.507919118,-0.07815,-150.7919118,182,-12.23644181,147.5029008,5,-302.8642174,-3.289011026,299.5752063,737.318,,-302.258009,-12.33172129,298.9689979,-7.815,,,,,58275.27719,-1310257.913
5.837166571,-131.0257919,7.38148,11,-1.511698117,-0.07855,-151.1698117,182,-11.76004444,147.996867,5,-302.3027863,-3.172944632,299.1298417,737.436,,-302.9052735,-11.85532392,299.7323289,-7.855,,,,,58371.66571,-1310257.919
5.846805696,-131.0257956,7.38169,11,-1.505805799,-0.07649,-150.5805799,182,-11.56948549,147.489586,5,-302.5793765,-3.090993925,299.4883826,737.519,,-303.7553157,-11.47420602,300.6643218,-7.649,,,,,58468.05696,-1310257.956
5.856444797,-131.0258023,7.38182,11,-1.49880868,-0.07541,-149.880868,182,-11.28364707,146.8372675,5,-303.1072114,-3.043600521,300.0636108,737.567,,-304.1751255,-11.56948549,301.131525,-7.541,,,,,58564.44797,-1310258.023
5.866083533,-131.0258082,7.38158,11,-1.481786529,-0.07371,-148.1786529,182,-11.09308813,146.2017749,5,-303.1152561,-1.976878052,301.138378,737.637,,-303.4448514,-10.99780865,301.4679734,-7.371,,,,,58660.83533,-1310258.082
5.875721859,-131.0258119,7.38167,11,-1.474654968,-0.07316,-147.4654968,182,-11.28364707,145.5680512,5,-303.0780033,-1.897445653,301.1805576,737.716,,-303.3845743,-11.1883676,301.4871286,-7.316,,,,,58757.21859,-1310258.119
5.885359902,-131.0258161,7.38202,11,-1.470467439,-0.07082,-147.0467439,182,-11.09308813,145.2067631,5,-302.6095073,-1.839980803,300.7695265,737.766,,-302.6102601,-11.09308813,300.7702793,-7.082,,,,,58853.59902,-1310258.161
5.894997784,-131.0258217,7.38251,11,-1.466160035,-0.07139,-146.6160035,182,-11.1883676,144.8049538,5,-302.9793367,-1.811049754,301.1682869,737.797,,-301.3500021,-11.1883676,299.5389524,-7.139,,,,,58949.97784,-1310258.217
5.904635745,-131.0258287,7.38305,11,-1.46213641,-0.0696,-146.213641,182,-11.09308813,144.4284997,5,-303.2450353,-1.785141251,301.4598941,737.823,,-300.5257846,-14.23731076,298.7406433,-6.96,,,,,59046.35745,-1310258.287
5.914274643,-131.0258357,7.38329,11,-1.457593439,-0.07003,-145.7593439,182,-11.28364707,143.975954,5,-303.3034389,-1.783389956,301.5200489,737.826,,-300.5541055,-11.28364707,298.7707156,-7.003,,,,,59142.74643,-1310258.357
5.923914764,-131.0258399,7.38345,11,-1.464499243,-0.0707,-146.4499243,182,-11.37892655,144.6250068,5,-301.5325471,-1.824917506,299.7076296,737.785,,-300.3072014,-11.37892655,298.4822839,-7.07,,,,,59239.14764,-1310258.399
5.933556581,-131.0258419,7.38322,11,-1.491747179,-0.06893,-149.1747179,182,-11.56948549,147.2682084,5,-301.7646567,-1.906509459,299.8581473,737.702,,-299.8910358,-11.56948549,297.9845264,-6.893,,,,,59335.56581,-1310258.419
5.943199987,-131.0258436,7.38303,11,-1.517797447,-0.07077,-151.7797447,182,-11.85532392,149.7674396,5,-301.5031461,-2.012305152,299.490841,737.594,,-299.4036385,-11.85532392,297.3913333,-7.077,,,,,59431.99987,-1310258.436
5.95284453,-131.025846,7.38307,11,-1.533910276,-0.07015,-153.3910276,182,-12.33172129,150.3205268,5,-302.129442,-3.070500782,299.0589413,737.537,,-299.0599175,-12.33172129,295.9894167,-7.015,,,,,59528.4453,-1310258.46
5.962490628,-131.025849,7.38324,11,-1.520892549,-0.06722,-152.0892549,182,-12.52228023,148.9825489,5,-301.3558202,-3.106705935,298.2491142,737.499,,-290.9345454,-13.85619287,287.8278394,-6.722,,,,,59624.90628,-1310258.49
5.972139051,-131.0258525,7.3833,11,-1.507555313,-0.0665,-150.7555313,182,-12.90339813,147.596891,5,-301.5261256,-3.158640332,298.3674853,737.445,,-277.2835251,-12.9986776,274.1248848,-6.65,,,,,59721.39051,-1310258.525
5.981789625,-131.0258557,7.38338,11,-1.511508773,-0.06273,-151.1508773,182,-13.57035445,147.9166583,5,-300.9634571,-3.234219033,297.7292381,737.38,,-276.6667362,-13.66563392,273.4325172,-6.273,,,,,59817.89625,-1310258.557
5.99144214,-131.0258585,7.3836,11,-1.542687687,-0.06524,-154.2687687,182,-13.66563392,150.9518376,5,-300.5646493,-3.316931095,297.2477182,737.297,,-284.6859767,-13.66563392,281.3690456,-6.524,,,,,59914.4214,-1310258.585
6.00109572,-131.0258613,7.38381,11,-1.528172078,-0.06572,-152.8172078,182,-13.85619287,149.4117968,5,-301.8170324,-3.405410986,298.4116214,737.206,,-292.3525218,-13.85619287,288.9471109,-6.572,,,,,60010.9572,-1310258.613
6.010749534,-131.0258626,7.38367,11,-1.509233665,-0.06598,-150.9233665,182,-13.76091339,146.452834,5,-331.0954371,-4.4705325,326.6249046,737.138,,-300.904642,-13.95147234,296.4341095,-6.598,,,,,60107.49534,-1310258.626
6.020403156,-131.0258631,7.38332,11,-1.481307129,-0.06715,-148.1307129,182,-13.66563392,143.6601804,5,-331.0954371,-4.4705325,326.6249046,737.133,,-302.532159,-13.66563392,298.0616265,-6.715,,,,,60204.03156,-1310258.631
6.03005727,-131.025863,7.38378,11,-1.450872916,-0.06737,-145.0872916,182,-13.66563392,140.6463998,5,-299.0194731,-4.440891791,294.5785813,737.154,,-302.2806602,-13.66563392,297.8397684,-6.737,,,,,60300.5727,-1310258.63
6.039711885,-131.025863,7.3844,11,-1.433254341,-0.06708,-143.3254341,182,-13.66563392,138.8868278,5,-298.9531742,-4.438606239,294.514568,737.17,,-300.3775044,-13.57035445,295.9388982,-6.708,,,,,60397.11885,-1310258.63
6.049366563,-131.0258636,7.38447,11,-1.451804568,-0.06803,-145.1804568,182,-13.76091339,139.7589353,5,-299.5960829,-5.42152151,294.1745614,737.187,,-290.445923,-13.95147234,285.0244015,-6.803,,,,,60493.66563,-1310258.636
6.059020403,-131.0258667,7.38417,11,-1.454744831,-0.06975,-145.4744831,182,-13.3797955,141.0945055,5,-300.247418,-4.379977582,295.8674404,737.232,,-284.65164,-13.3797955,280.2716624,-6.975,,,,,60590.20403,-1310258.667
6.068673077,-131.0258714,7.38407,11,-1.459726246,-0.07132,-145.9726246,182,-13.18923655,141.6574374,5,-301.8324109,-4.315187186,297.5172237,737.299,,-291.1405545,-13.18923655,286.8253673,-7.132,,,,,60686.73077,-1310258.714
6.078323717,-131.0258776,7.38429,11,-1.460777611,-0.07052,-146.0777611,182,-12.80811866,141.8756778,5,-301.5089443,-4.202083371,297.3068609,737.398,,-295.8592222,-12.80811866,291.6571389,-7.052,,,,,60783.23717,-1310258.776
6.087972211,-131.0258861,7.38482,11,-1.461783178,-0.07148,-146.1783178,182,-12.33172129,142.103209,5,-299.4796113,-4.075108773,295.4045025,737.526,,-298.893532,-12.33172129,294.8184232,-7.148,,,,,60879.72211,-1310258.861
6.09761877,-131.025898,7.38522,11,-1.461443938,-0.0743,-146.1443938,182,-12.23644181,142.2244557,5,-298.5351438,-3.919938115,294.6152057,737.682,,-298.7350392,-12.23644181,294.8151011,-7.43,,,,,60976.1877,-1310258.98
6.107262856,-131.0259127,7.38491,11,-1.463810642,-0.07613,-146.3810642,182,-12.14116234,142.6474307,5,-298.3419519,-3.733633512,294.6083184,737.872,,-297.8386082,-12.23644181,294.1049747,-7.613,,,,,61072.62856,-1310259.127
6.116904837,-131.02593,7.38442,11,-1.467338199,-0.07613,-146.7338199,182,-12.04588286,143.1765828,5,-298.6110365,-3.557237068,295.0537994,738.051,,-297.0767322,,293.5194951,-7.613,,,,,61169.04837,-1310259.3
6.126544771,-131.0259476,7.38402,11,-1.471183844,-0.07842,-147.1183844,182,-11.95060339,143.6925576,5,-299.8603539,-3.425826768,296.4345272,738.184,,-297.1766355,-12.04588286,293.7508087,-7.842,,,,,61265.44771,-1310259.476
6.136183264,-131.0259624,7.38268,11,-1.465485805,-0.07657,-146.5485805,182,-11.95060339,144.1949765,5,-300.5718852,-2.353603969,298.2182812,738.257,,-298.6820449,-11.95060339,296.328441,-7.657,,,,,61361.83264,-1310259.624
6.145819701,-131.0259757,7.38066,11,-1.470431339,-0.07601,-147.0431339,182,-11.76004444,144.7404325,5,-300.202742,-2.302701466,297.9000405,738.309,,-297.5052628,-11.76004444,295.2025614,-7.601,,,,,61458.19701,-1310259.757
6.155454636,-131.0259882,7.3793,11,-1.484836555,-0.07547,-148.4836555,182,-11.76004444,145.2247022,5,-298.3628307,-3.258953343,295.1038774,738.351,,-296.5947522,-11.76004444,293.3357988,-7.547,,,,,61554.54636,-1310259.882
6.165088817,-131.0259976,7.37788,11,-1.489780796,-0.07547,-148.9780796,182,-11.76004444,145.7003041,5,-298.5331018,-3.277775504,295.2553263,738.335,,-296.247332,-11.85532392,292.9695565,-7.547,,,,,61650.88817,-1310259.976
6.174723264,-131.0260033,7.37601,11,-1.49480015,-0.07526,-149.480015,182,-11.76004444,146.1226507,5,-299.2725135,-3.357364219,295.9151493,738.256,,-297.4422121,-11.76004444,294.0848479,-7.526,,,,,61747.23264,-1310260.033
6.184357631,-131.0260044,7.37451,11,-1.489893746,-0.07532,-148.9893746,182,-12.04588286,146.5380331,5,-299.5072314,-2.451341451,297.0558899,738.162,,-297.5742706,-11.95060339,295.1229292,-7.532,,,,,61843.57631,-1310260.044
6.193992248,-131.0260012,7.37348,11,-1.495620227,-0.07415,-149.5620227,182,-12.33172129,146.9942271,5,-299.5573369,-2.567795614,296.9895413,738.044,,-298.0719432,-12.42700076,295.5041476,-7.415,,,,,61939.92248,-1310260.012
6.203627826,-131.0259947,7.37243,11,-1.510165342,-0.0743,-151.0165342,182,-12.80811866,147.3148527,5,-300.0120563,-3.701681442,296.3103749,737.907,,-288.8961774,-12.80811866,285.194496,-7.43,,,,,62036.27826,-1310259.947
6.213263729,-131.0259853,7.37155,11,-1.509405753,-0.0721,-150.9405753,182,-12.9986776,147.1164784,5,-299.460612,-3.824096888,295.6365151,737.783,,-278.3549912,-12.9986776,274.5308944,-7.21,,,,,62132.63729,-1310259.853
6.222900385,-131.0259737,7.37085,11,-1.495192127,-0.07169,-149.5192127,182,-13.28451602,145.6118276,5,-299.0462783,-3.907385163,295.1388932,737.699,,-277.5821983,-13.28451602,273.6748131,-7.169,,,,,62229.00385,-1310259.737
6.232537516,-131.0259614,7.37084,11,-1.481593142,-0.07376,-148.1593142,182,-13.28451602,144.2294784,5,-297.7199632,-3.929835791,293.7901274,737.678,,-279.8387766,-13.66563392,275.9089408,-7.376,,,,,62325.37516,-1310259.614
6.242173815,-131.0259498,7.37152,11,-1.472691235,-0.07332,-147.2691235,182,-13.09395708,142.3481485,5,-292.4877218,-4.920975007,287.5667468,737.687,,-288.7956402,-13.09395708,283.8746652,-7.332,,,,,62421.73815,-1310259.498
6.251808704,-131.0259404,7.37249,11,-1.447950635,-0.07455,-144.7950635,182,-13.18923655,139.8865996,5,-286.0745915,-4.908463901,281.1661276,737.701,,-293.0469292,-13.18923655,288.1384653,-7.455,,,,,62518.08704,-1310259.404
6.261441616,-131.0259319,7.37318,11,-1.422787654,-0.07391,-142.2787654,182,-12.90339813,138.4225873,5,-278.5514644,-3.856178127,274.6952862,737.746,,-294.4913592,-12.90339813,290.6351811,-7.391,,,,,62614.41616,-1310259.319
6.271072536,-131.025922,7.37329,11,-1.434818307,-0.07201,-143.4818307,182,-12.52228023,139.7153281,5,-277.8291857,-3.76650257,274.0626831,737.836,,-294.1681789,-12.61755971,290.4016764,-7.201,,,,,62710.72536,-1310259.22
6.28070141,-131.0259093,7.37372,11,-1.449567778,-0.0724,-144.9567778,182,-12.23644181,141.3011304,5,-283.2061367,-3.655647354,279.5504894,737.948,,-295.5935456,-12.14116234,291.9378982,-7.24,,,,,62807.0141,-1310259.093
6.290328086,-131.0258952,7.37405,11,-1.454541017,-0.0697,-145.4541017,182,-12.14116234,142.9254333,5,-288.4308632,-2.528668471,285.9021947,738.077,,-295.336675,-12.14116234,292.8080065,-6.97,,,,,62903.28086,-1310258.952
6.299953113,-131.0258798,7.37365,11,-1.480827492,-0.06865,-148.0827492,182,-11.66476497,144.6600268,5,-294.0719285,-3.422722401,290.6492061,738.185,,-295.7959415,-11.85532392,292.3732191,-6.865,,,,,62999.53113,-1310258.798
6.309576616,-131.025861,7.37326,11,-1.489849473,-0.06886,-148.9849473,182,-11.56948549,145.6377607,5,-296.5930423,-3.347186573,293.2458557,738.262,,-295.4875369,-11.56948549,292.1403504,-6.886,,,,,63095.76616,-1310258.61
6.319198988,-131.0258376,7.37362,11,-1.483836067,-0.0677,-148.3836067,182,-11.47420602,146.0819613,5,-295.5802748,-2.301645407,293.2786294,738.308,,-294.6615381,-11.56948549,292.3598927,-6.77,,,,,63191.98988,-1310258.376
6.328819889,-131.0258101,7.37402,11,-1.484263208,-0.07053,-148.4263208,182,-11.66476497,146.1436613,5,-295.6709466,-2.282659569,293.388287,738.326,,-294.3086958,-11.56948549,292.0260362,-7.053,,,,,63288.19889,-1310258.101
6.338439466,-131.0257806,7.37386,11,-1.484959632,-0.07237,-148.4959632,182,-11.56948549,145.2150098,5,-296.5494317,-3.280953343,293.2684784,738.326,,-296.7477073,-11.47420602,293.466754,-7.237,,,,,63384.39466,-1310257.806
6.348057243,-131.0257528,7.37359,11,-1.47306114,-0.07547,-147.306114,182,-11.66476497,144.0001985,5,-297.2217699,-3.305915512,293.9158544,738.3,,-296.4897049,-11.66476497,293.1837894,-7.547,,,,,63480.57243,-1310257.528
6.357673863,-131.0257276,7.37348,11,-1.478792723,-0.07629,-147.8792723,182,-11.85532392,144.5526324,5,-295.9111084,-3.326639899,292.5844685,738.283,,-297.2918461,-11.85532392,293.9652062,-7.629,,,,,63576.73863,-1310257.276
6.367289744,-131.0257036,7.3731,11,-1.489277038,-0.07711,-148.9277038,182,-11.95060339,146.5677375,5,-295.0783967,-2.359966348,292.7184303,738.251,,-297.5309243,-11.95060339,295.1709579,-7.711,,,,,63672.89744,-1310257.036
6.376905552,-131.0256789,7.37247,11,-1.499990333,-0.07654,-149.9990333,182,-11.95060339,147.5734707,5,-295.3534809,-2.425562679,292.9279182,738.186,,-298.0122818,-11.95060339,295.5867191,-7.654,,,,,63769.05552,-1310256.789
6.386521714,-131.0256526,7.3722,11,-1.483816646,-0.07558,-148.3816646,182,-12.14116234,145.887421,5,-295.4221788,-2.494243574,292.9279352,738.115,,-298.4345958,-12.14116234,295.9403522,-7.558,,,,,63865.21714,-1310256.526
6.396138263,-131.0256248,7.37202,11,-1.45966129,-0.07508,-145.966129,182,-12.04588286,143.4063331,5,-295.6914148,-2.559795961,293.1316189,738.049,,-298.8531855,-12.04588286,296.2933895,-7.508,,,,,63961.38263,-1310256.248
6.405755429,-131.0255951,7.37148,11,-1.434173055,-0.07297,-143.4173055,182,-12.14116234,139.7770683,5,-297.0949428,-3.640237179,293.4547057,737.966,,-300.4139817,-12.14116234,296.7737445,-7.297,,,,,64057.55429,-1310255.951
6.415373562,-131.0255621,7.37071,11,-1.419006451,-0.07253,-141.9006451,182,-12.42700076,138.1556174,5,-298.002759,-3.745027734,294.2577312,737.859,,-299.2052014,-12.33172129,295.4601736,-7.253,,,,,64153.73562,-1310255.621
6.42499248,-131.025527,7.36987,11,-1.408323217,-0.07194,-140.8323217,182,-12.61755971,137.9701691,5,-298.4142373,-2.862152569,295.5520848,737.74,,-296.983214,-12.61755971,294.1210614,-7.194,,,,,64249.9248,-1310255.27
6.434611943,-131.0254902,7.36906,11,-1.433168382,-0.07227,-143.3168382,182,-12.9986776,139.3584514,5,-300.0431537,-3.958386801,296.0847669,737.644,,-297.9208801,-13.18923655,293.9624933,-7.227,,,,,64346.11943,-1310254.902
6.444231811,-131.0254532,7.36921,11,-1.483655583,-0.07296,-148.3655583,182,-12.90339813,144.3167386,5,-299.6379279,-4.048819744,295.5891082,737.565,,-298.0881767,-12.80811866,294.039357,-7.296,,,,,64442.31811,-1310254.532
