__X_EPSG_3031,__Y_EPSG_3031,CMI_Depth,CMI_FileNum,CMI_SurfElev,CMI_Thickness,DICE_FileNum,DICE_IceBase,DICE_SurfElev,DICE_Thickness,H_Ell,Heading,Latitude,LineFull,LineNum,Longitude,NS,PDOP,Pitch,Roll,SIR_FileNum,SIR_IceBase,SIR_SurfElev_clean,SIR_Thickness,SurfHell_Edit_lidar_edit,The_Weird,unix_sec,unixTime,UTCDate,UTCsod,UTCTime,Weird_Depth,Weird_FileNum,Weird_SurfElev,X_EPSG_3031,Y_EPSG_3031
111364.275209856,-1310505.89700784,,184,-11.283647073289,208.70256793392,,,,,735.877,-83.036838,-77.9408683541,L870:2005,L870,175.1427839868,11,2.05,3.867636,-2.48267,,,,,,,1480391295,1480391295,2016/11/29,13695,03:48:15,,,,111337.837684791,-1310194.78707214
111461.462858475,-1310505.91977803,,184,-11.378926547177,203.83282879204,,,,,735.802,-83.018761,-77.940793197,L870:2005,L870,175.1385654828,11,2.05,3.873129,-2.77453,,,,,,,1480391296,1480391296,2016/11/29,13696,03:48:16,,,,111435.002261372,-1310194.80983693
111558.656174553,-1310505.95925226,,184,-11.474206021065,198.87604332768,,,,,735.725,-83.025102,-77.9407178191,L870:2005,L870,175.1343468475,11,2.05,3.81818,-3.044619,,,,,,,1480391297,1480391297,2016/11/29,13697,03:48:17,,,,111532.172504065,-1310194.84930179
111655.860489328,-1310505.95147722,,184,-11.474206021065,195.97187345503,,,,,735.659,-83.083445,-77.9406427964,L870:2005,L870,175.1301276132,11,2.05,3.804589,-3.163302,183,,,296.00469571763,,,1480391298,1480391298,2016/11/29,13698,03:48:18,,,,111629.353742844,-1310194.84152859
111753.086449,-1310505.90314846,,184,-11.76004444273,196.86044618987,,,,,735.517,-83.124813,-77.9405680599,L870:2005,L870,175.1259073422,11,2.05,3.823488,-3.037202,183,,-11.76004444273,294.50562057599,,,1480391299,1480391299,2016/11/29,13699,03:48:19,,,,111726.556621383,-1310194.79321131
111850.333811452,-1310505.83505073,,184,-11.855323916618,198.68491670924,,,,,735.319,-83.166904,-77.9404934212,L870:2005,L870,175.1216861217,11,2.05,3.856334,-2.821658,183,,-11.76004444273,293.634715086,,,1480391300,1480391300,2016/11/29,13700,03:48:20,,,,111823.78089762,-1310194.72512974
111947.593046505,-1310505.7435063,-204.129977099649,184,-11.855323916618,200.65015220943,7,-299.103064734688,-3.4798248902185,295.62323984447,735.144,-83.165268,-77.940418921,L870:2005,L870,175.1174643516,11,2.05,3.835789,-2.753874,183,-296.894289911048,-11.855323916618,293.41446502083,,,1480391301,1480391301,2016/11/29,13701,03:48:21,,,,111921.01704364,-1310194.63360704
112044.858311611,-1310505.62648718,-206.090013879402,184,-11.76004444273,202.49843090016,7,-298.766586606582,-3.5915829792418,295.17500362734,735.006,-83.065872,-77.9403445822,L870:2005,L870,175.1132422778,11,2.05,3.786807,-2.836473,183,-297.477840214042,-11.76004444273,293.8862572348,,,1480391302,1480391302,2016/11/29,13702,03:48:22,,,,112018.259218281,-1310194.5166157
112142.13579353,-1310505.5128863,-207.864743176874,184,-11.950603390506,204.02656540292,7,-298.882221852313,-3.8381777739535,295.04404407836,734.789,-82.96409,-77.9402701379,L870:2005,L870,175.1090197389,11,2.05,3.839456,-2.670187,183,-297.960896889524,-11.950603390506,294.12271911557,,,1480391303,1480391303,2016/11/29,13703,03:48:23,,,,112115.513606835,-1310194.4030418
112239.408382688,-1310505.41580834,-209.626635339713,184,-12.236441812171,205.58579044639,7,-297.723330680583,-4.0408448933227,293.68248578726,734.576,-82.88246,-77.9401954825,L870:2005,L870,175.1047975263,11,2.05,3.942776,-2.570603,,,,,,,1480391304,1480391304,2016/11/29,13704,03:48:24,,,,112212.763103789,-1310194.30598688
112336.653487186,-1310505.38967908,-209.991811797262,184,-12.522280233835,206.92291993472,7,-297.466861800202,-3.0688918625418,294.39796993766,734.539,-82.845234,-77.9401201399,L870:2005,L870,175.1005768232,11,2.05,3.921186,-2.514556,,,,,,,1480391305,1480391305,2016/11/29,13705,03:48:25,,,,112309.985122609,-1310194.27986382
112433.879350613,-1310505.43557382,-210.598001946666,184,-12.617559707724,207.60374138277,7,-297.640225489216,-2.994260563896,294.64596492532,734.615,-82.848382,-77.940044094,L870:2005,L870,175.0963572765,11,2.05,3.821819,-2.762143,,,,,,,1480391306,1480391306,2016/11/29,13706,03:48:26,,,,112407.187904924,-1310194.32574766
112531.109993305,-1310505.48074569,-211.12467812986,184,-12.712839181612,208.16638236728,7,-299.49792742179,-2.95829576258,296.53963165921,734.652,-82.810312,-77.939967986,L870:2005,L870,175.0921375733,11,2.05,3.817375,-3.068217,,,,,,,1480391307,1480391307,2016/11/29,13707,03:48:27,,,,112504.395465371,-1310194.37090882
112628.344798587,-1310505.49905204,-212.045823004003,184,-12.617559707724,208.10900811975,7,-301.140253370323,-3.9368148842534,297.20343848607,734.704,-82.69834,-77.9398920535,L870:2005,L870,175.0879176429,11,2.05,3.857635,-3.059841,,,,,,,1480391308,1480391308,2016/11/29,13708,03:48:28,,,,112601.607187419,-1310194.38921082
112725.572254066,-1310505.49437032,,184,-12.712839181612,205.49922462344,,,,,734.774,-82.680813,-77.9398162703,L870:2005,L870,175.0836979992,11,2.05,3.864693,-2.942904,183,,-12.903398129388,295.52231320545,,,1480391309,1480391309,2016/11/29,13709,03:48:29,,,,112698.811561408,-1310194.38453021
112822.787244062,-1310505.4960274,,184,-12.522280233835,203.86631847205,,,,,734.822,-82.792499,-77.9397403744,L870:2005,L870,175.0794789736,11,2.05,3.925048,-2.917846,183,,-12.617559707724,294.71443892739,,,1480391310,1480391310,2016/11/29,13710,03:48:30,,,,112796.003472875,-1310194.3861869
112919.98511693,-1310505.47290682,,184,-12.712839181612,204.68448264331,,,,,734.918,-82.867499,-77.9396646517,L870:2005,L870,175.0752606517,11,2.05,3.916775,-2.805772,183,,-12.712839181612,296.55659515343,,,1480391311,1480391311,2016/11/29,13711,03:48:31,,,,112893.178271277,-1310194.36307181
113017.173172916,-1310505.42050165,,184,-12.236441812171,206.13589126896,,,,,735.078,-82.905349,-77.9395891374,L870:2005,L870,175.0710426996,11,2.05,3.852727,-2.781044,183,,-12.141162338282,296.30821872467,,,1480391312,1480391312,2016/11/29,13712,03:48:32,,,,112990.343255128,-1310194.31067907
113114.362502056,-1310505.34519909,-208.828891938961,184,-11.855323916618,206.30300766035,7,-299.873214639461,-2.5258842786112,297.34733036085,735.143,-82.862444,-77.9395137649,L870:2005,L870,175.0668246597,11,2.05,3.837976,-2.754723,183,-297.771889167371,-11.855323916618,295.24600488876,,,1480391313,1480391313,2016/11/29,13713,03:48:33,,,,113087.509511829,-1310194.23539439
113211.559411033,-1310505.26419322,-206.67875562963,184,-11.950603390506,204.11382775368,7,-299.55502495007,-2.5649278759502,296.99009707412,735.051,-82.796201,-77.9394383733,L870:2005,L870,175.0626063226,11,2.05,3.872674,-2.666412,183,-300.00042067547,-11.950603390506,297.43549279952,,,1480391314,1480391314,2016/11/29,13714,03:48:34,,,,113184.683346569,-1310194.15440775
113308.75101682,-1310505.20739414,-205.051650164664,184,-11.950603390506,201.37607907414,7,-299.756103904284,-3.6755710905237,296.08053281376,734.937,-82.766469,-77.9393627014,L870:2005,L870,175.0583883596,11,2.05,3.923034,-2.66401,183,-298.020005212224,-11.950603390506,294.3444341217,,,1480391315,1480391315,2016/11/29,13715,03:48:35,,,,113281.851879378,-1310194.09762216
113405.922273619,-1310505.180185,-200.360063850209,184,-12.331721286059,197.61596157804,7,-298.693585781939,-2.744102272169,295.94948350977,734.866,-82.686061,-77.9392867122,L870:2005,L870,175.0541714441,11,2.05,3.873777,-2.647104,183,-296.851887245229,-12.331721286059,294.10778497306,,,1480391316,1480391316,2016/11/29,13716,03:48:36,,,,113379.000068029,-1310194.07041948
113503.083407234,-1310505.18462913,-195.735337763102,184,-11.855323916618,193.01635820437,7,-298.036475881932,-2.7189795587319,295.3174963232,734.891,-82.639215,-77.939210379,L870:2005,L870,175.0499551404,11,2.05,3.826151,-2.550566,183,-300.503977268782,-11.950603390506,297.78499771005,,,1480391317,1480391317,2016/11/29,13717,03:48:37,,,,113476.138135899,-1310194.07486255
113600.235907302,-1310505.24744731,-190.180725916541,184,-11.474206021065,187.56625737426,7,-301.327096841561,-2.6144685422814,298.71262829928,735.024,-82.589396,-77.9391334583,L870:2005,L870,175.0457394847,11,2.05,3.792439,-2.488692,183,-301.031666340791,-11.474206021065,298.41719779851,,,1480391318,1480391318,2016/11/29,13718,03:48:38,,,,113573.267572273,-1310194.13766581
113697.392740421,-1310505.37107901,-183.901726788834,184,-10.997808651624,181.44467252769,7,-300.170074407784,-2.4570542611443,297.71302014664,735.139,-82.555793,-77.9390559178,L870:2005,L870,175.0415239241,11,2.05,3.782529,-2.557078,183,-299.557214972464,-10.997808651624,297.10016071132,,,1480391319,1480391319,2016/11/29,13719,03:48:39,,,,113670.401340668,-1310194.26126817
113794.566778044,-1310505.56292973,-180.468902026692,184,-11.283647073289,178.02590416188,7,-299.885938863962,-2.4429978648116,297.44294099915,735.168,-82.525401,-77.9389776802,L870:2005,L870,175.0373079286,11,2.05,3.79696,-2.757132,183,-298.988112833742,-11.283647073289,296.54511496893,,,1480391320,1480391320,2016/11/29,13720,03:48:40,,,,113767.552309483,-1310194.45307334
113891.750052667,-1310505.79397543,-182.663955577012,184,-11.093088125512,180.21794300778,7,-302.878128798352,-2.4460125692318,300.43211622912,735.163,-82.525511,-77.938899015,L870:2005,L870,175.0330917352,11,2.05,3.831939,-2.986146,183,-298.926969335742,-11.1883675994,296.48095676651,,,1480391321,1480391321,2016/11/29,13721,03:48:41,,,,113864.712513106,-1310194.68406419
113988.934283885,-1310506.00734788,-185.305908639665,184,-11.1883675994,182.86793247975,7,-296.933146323515,-2.4379761599145,294.4951701636,735.169,-82.523986,-77.9388204445,L870:2005,L870,175.028875489,11,2.05,3.838554,-3.209435,183,-300.670332347495,-11.1883675994,298.23235618758,,,1480391322,1480391322,2016/11/29,13722,03:48:42,,,,113961.873673096,-1310194.89738599
114086.119773805,-1310506.16165159,-188.101175358207,184,-11.474206021065,185.7346594072,7,-295.930511434297,-2.366515951007,293.56399548329,735.237,-82.558642,-77.9387423439,L870:2005,L870,175.0246590204,11,2.05,3.830092,-3.093813,183,-306.618530479087,-10.902529177736,304.25201452808,,,1480391323,1480391323,2016/11/29,13723,03:48:43,,,,114059.03609149,-1310195.05165306
114183.309437888,-1310506.28820931,-192.969549376159,184,-11.093088125512,190.72826903868,7,-296.747163133109,-2.2412803374789,294.50588279563,735.363,-82.6392,-77.9386644268,L870:2005,L870,175.0204423208,11,2.05,3.765178,-2.983674,183,-306.951304984759,-10.997808651624,304.71002464728,,,1480391324,1480391324,2016/11/29,13724,03:48:44,,,,114156.202683056,-1310195.17818075
114280.518667021,-1310506.41409144,-198.525455254732,184,-11.1883675994,197.38486071135,7,-296.739759443752,-1.1405945433819,295.59916490037,735.469,-82.76796,-77.9385864355,L870:2005,L870,175.0162248246,11,2.05,3.708939,-3.018611,183,-306.102258990432,-11.093088125512,304.96166444705,,,1480391325,1480391325,2016/11/29,13725,03:48:45,,,,114253.388835026,-1310195.30403299
114377.760073346,-1310506.4999438,-200.943052816414,184,-11.283647073289,198.74440612704,7,-298.417099573154,-2.1986466893737,296.21845288378,735.413,-82.835201,-77.9385087169,L870:2005,L870,175.0120058356,11,2.05,3.688377,-2.992359,,,,,,,1480391326,1480391326,2016/11/29,13726,03:48:46,,,,114350.607156551,-1310195.38986497
114475.042087126,-1310506.52288185,-199.974879239909,184,-11.950603390506,197.5556571137,7,-299.564156577829,-2.4192221262088,297.14493445162,735.189,-82.840239,-77.9384314718,L870:2005,L870,175.007784901,11,2.05,3.74822,-2.872489,,,,,,,1480391327,1480391327,2016/11/29,13727,03:48:47,,,,114447.86607589,-1310195.41279757
114572.348073276,-1310506.48949908,-193.411605466909,184,-11.855323916618,190.87133475799,7,-299.918181493959,-2.5402707089185,297.37791078504,734.959,-82.756606,-77.9383546535,L870:2005,L870,175.0035627671,11,2.05,3.779194,-2.753512,,,,,,,1480391328,1480391328,2016/11/29,13728,03:48:48,,,,114545.148961907,-1310195.37942273
114669.666078361,-1310506.46380595,,184,-11.950603390506,177.81803298467,,,,,734.816,-82.662394,-77.9382776909,L870:2005,L870,174.9993401951,11,2.05,3.728096,-2.605795,183,,-11.950603390506,296.25738302683,,,1480391329,1480391329,2016/11/29,13729,03:48:49,,,,114642.443864007,-1310195.3537357
114767.006253714,-1310506.49091282,,184,-11.950603390506,178.5228079709,,,,,734.734,-82.606195,-77.9382001668,L870:2005,L870,174.9951169161,11,2.05,3.673279,-2.49504,183,,-11.950603390506,295.7231120458,,,1480391330,1480391330,2016/11/29,13730,03:48:50,,,,114739.760931112,-1310195.38083613
114864.371981342,-1310506.58371812,,184,-11.950603390506,188.30235939042,,,,,734.647,-82.526155,-77.9381219615,L870:2005,L870,174.990892833,11,2.05,3.72281,-2.580086,183,,-11.950603390506,296.77999143379,,,1480391331,1480391331,2016/11/29,13731,03:48:51,,,,114837.103544425,-1310195.4736194
114961.760575292,-1310506.75642377,,184,-12.331721286059,195.71028321408,,,,,734.557,-82.485969,-77.9380429483,L870:2005,L870,174.9866681171,11,2.06,3.726361,-2.512861,183,,,296.89030028561,,,1480391332,1480391332,2016/11/29,13732,03:48:52,,,,114934.469018633,-1310195.64628405
115059.168257749,-1310506.99074536,-197.523639925448,184,-12.712839181612,193.35302933122,7,-300.012534145939,-4.1706105942285,295.84192355171,734.465,-82.534733,-77.937963296,L870:2005,L870,174.9824428635,11,2.06,3.742943,-2.88971,,,,,,,1480391333,1480391333,2016/11/29,13733,03:48:53,,,,115031.853576815,-1310195.88055001
115156.595221934,-1310507.24408939,-191.998349694169,184,-13.093957077165,187.80079270437,7,-299.847102741359,-4.1975569897987,295.64954575156,734.413,-82.527894,-77.9378833907,L870:2005,L870,174.9782169021,11,2.06,3.762368,-2.998664,,,,,,,1480391334,1480391334,2016/11/29,13734,03:48:54,,,,115129.25741215,-1310196.1338339
115254.043859036,-1310507.49016373,-191.869234817387,184,-13.379795498829,187.64670122179,7,-301.756548155457,-4.2225335955973,297.53401455986,734.388,-82.540308,-77.9378034689,L870:2005,L870,174.9739900291,11,2.06,3.711737,-3.051825,,,,,,,1480391335,1480391335,2016/11/29,13735,03:48:55,,,,115226.682915255,-1310196.37984983
115351.516942594,-1310507.71598361,-193.923211456776,184,-13.570354446606,189.66224046557,7,-305.248262624996,-4.2609709912055,300.98729163379,734.339,-82.607412,-77.9377236461,L870:2005,L870,174.9697620746,11,2.06,3.76591,-3.140029,183,-298.033521072286,-13.85619286827,293.77255008108,,,1480391336,1480391336,2016/11/29,13736,03:48:56,,,,115324.132859012,-1310196.60561609
115449.003898576,-1310507.90306766,,184,-13.760913394382,185.73759196262,,,,,734.279,-82.66068,-77.9376440983,L870:2005,L870,174.9655334266,11,2.06,3.8178,-3.166819,183,,-13.665633920494,293.51693162533,,,1480391337,1480391337,2016/11/29,13737,03:48:57,,,,115421.596671901,-1310196.79265573
115546.502279589,-1310508.00846875,,184,-13.665633920494,183.85575470478,,,,,734.239,-82.658596,-77.9375652169,L870:2005,L870,174.9613040267,11,2.06,3.80057,-2.996966,183,,-13.951472342159,291.77431575362,,,1480391338,1480391338,2016/11/29,13738,03:48:58,,,,115519.071907107,-1310196.8980318
115644.005888679,-1310508.06828062,,184,-13.284516024941,183.27681906944,,,,,734.294,-82.663476,-77.9374866795,L870:2005,L870,174.9570742812,11,2.06,3.813591,-3.064283,183,,-13.284516024941,292.18818603354,,,1480391339,1480391339,2016/11/29,13739,03:48:59,,,,115616.55236915,-1310196.95782947
115741.502002384,-1310508.09242463,-191.524755057757,184,-12.903398129388,186.44418432731,7,-297.407065819657,-5.0805707304471,292.32649508921,734.398,-82.711406,-77.9374084063,L870:2005,L870,174.9528447797,11,2.06,3.815677,-3.00518,183,-298.117574410387,-12.8081186555,293.03700367994,,,1480391340,1480391340,2016/11/29,13740,03:49:00,,,,115714.025337587,-1310196.98196775
115838.992437278,-1310508.09814209,-191.225305388037,184,-12.236441812171,186.14473465759,7,-297.407065819657,-5.0805707304471,292.32649508921,734.546,-82.762024,-77.9373302395,L870:2005,L870,174.9486155092,11,2.06,3.868313,-2.782045,183,-297.841783592807,-12.141162338282,292.76121286236,,,1480391341,1480391341,2016/11/29,13741,03:49:01,,,,115811.492628563,-1310196.98768385
115936.470417956,-1310508.0737381,-191.070524722233,184,-11.76004444273,187.26628812968,7,-296.050016583013,-3.8042365925528,292.24577999046,734.79,-82.742942,-77.9372522906,L870:2005,L870,174.9443867186,11,2.06,3.775046,-2.638786,183,-296.417460184343,-11.664764968841,292.61322359179,,,1480391342,1480391342,2016/11/29,13742,03:49:02,,,,115908.947468277,-1310196.96328566
116033.952470689,-1310508.04719449,-193.273177720868,184,-11.474206021065,189.64211947118,7,-296.037601277408,-3.6310582496878,292.40654302772,734.973,-82.680187,-77.9371742926,L870:2005,L870,174.9401577982,11,2.06,3.724424,-2.658879,183,-296.898576730428,-11.474206021065,293.26751848074,,,1480391343,1480391343,2016/11/29,13743,03:49:03,,,,116006.406379081,-1310196.93674835
116131.449230567,-1310508.04866509,-194.25678838772,184,-11.378926547177,190.6933879345,7,-298.25086225181,-3.5634004532203,294.68746179859,735.045,-82.629862,-77.9370959635,L870:2005,L870,174.9359284026,11,2.06,3.790161,-2.544248,183,-297.09568160086,-13.760913394382,293.53228114764,,,1480391344,1480391344,2016/11/29,13744,03:49:04,,,,116103.879993538,-1310196.93821859
116228.942560518,-1310508.102737,-194.475249587352,184,-11.1883675994,191.97600054149,7,-298.018330510472,-2.4992490458624,295.51908146461,735.11,-82.61707,-77.9370170949,L870:2005,L870,174.9316994135,11,2.06,3.829145,-2.619112,183,-296.879586258772,-11.283647073289,294.38033721291,,,1480391345,1480391345,2016/11/29,13745,03:49:05,,,,116201.350178882,-1310196.99227768
116326.428247469,-1310508.22096804,-195.27369468683,184,-10.997808651624,192.83680613732,7,-298.16526560478,-2.4368885495102,295.72837705527,735.173,-82.578644,-77.9369375854,L870:2005,L870,174.9274710587,11,2.06,3.778925,-2.533366,183,-297.24057810052,-10.997808651624,294.80368955101,,,1480391346,1480391346,2016/11/29,13746,03:49:06,,,,116298.812723041,-1310197.11048064
116423.914973506,-1310508.40828023,-196.348818809359,184,-10.711970229959,193.92385874079,7,-298.152298561379,-2.4249600685691,295.72733849281,735.185,-82.577855,-77.9368573834,L870:2005,L870,174.9232429812,11,2.06,3.773844,-2.674338,183,-297.655986515279,-10.616690756071,295.23102644671,,,1480391347,1480391347,2016/11/29,13747,03:49:07,,,,116396.276306039,-1310197.29774837
116521.402064583,-1310508.64661643,-196.563661070528,184,-10.521411282183,194.08705878998,7,-297.522297791758,-2.4766022805475,295.04569551121,735.132,-82.590189,-77.9367766532,L870:2005,L870,174.9190151413,11,2.06,3.802221,-3.006138,183,-297.892087321168,-10.521411282183,295.41548504062,,,1480391348,1480391348,2016/11/29,13748,03:49:08,,,,116493.74025399,-1310197.53602798
116618.894476335,-1310508.88572463,-196.283688350189,184,-10.330852334407,193.76949688469,7,-296.801622909409,-2.5141914654985,294.28743144391,735.095,-82.596752,-77.9366958465,L870:2005,L870,174.9147871306,11,2.06,3.794419,-3.105861,183,-297.100674352019,,294.58648288652,,,1480391349,1480391349,2016/11/29,13749,03:49:09,,,,116591.209521354,-1310197.77507942
116716.38527516,-1310509.09394307,-197.473539497515,184,-10.616690756071,195.98443596532,7,-296.448093383465,-1.489103532195,294.95898985127,735.126,-82.670941,-77.936615256,L870:2005,L870,174.9105591276,11,2.06,3.775176,-3.211839,183,-296.450213757755,-10.616690756071,294.96111022556,,,1480391350,1480391350,2016/11/29,13750,03:49:10,,,,116688.677176172,-1310197.98324843
116813.88629408,-1310509.24393751,-199.13931739988,184,-11.378926547177,197.73090936685,7,-296.36750740424,-1.4084080330297,294.95909937121,735.198,-82.787439,-77.93653512,L870:2005,L870,174.9063305131,11,2.06,3.709892,-3.29497,183,-295.84321872708,-11.093088125512,294.43481069405,,,1480391351,1480391351,2016/11/29,13751,03:49:11,,,,116786.155048661,-1310198.13320726
116911.415899959,-1310509.31561644,-200.925402276949,184,-11.569485494953,199.48992998534,7,-296.043783427689,-1.4354722916089,294.60831113608,735.182,-82.907524,-77.9364556058,L870:2005,L870,174.9021004122,11,2.06,3.631518,-3.08512,183,-296.539719208499,-11.569485494953,295.10424691689,,,1480391352,1480391352,2016/11/29,13752,03:49:12,,,,116883.661501321,-1310198.20486917
117008.984649528,-1310509.31252896,-206.591585032617,184,-12.427000759947,204.96038068845,7,-296.246112607217,-1.6312043441673,294.61490826305,734.99,-82.960387,-77.9363766726,L870:2005,L870,174.8978683801,11,2.06,3.719013,-2.993516,183,-297.745021920437,-12.141162338282,296.11381757627,,,1480391353,1480391353,2016/11/29,13753,03:49:13,,,,116981.207088379,-1310198.20178243
117106.579393564,-1310509.24875391,-204.917276138176,184,-12.903398129388,202.99836237163,7,-296.818306336876,-1.9189137665464,294.89939257033,734.699,-83.008953,-77.9362982033,L870:2005,L870,174.8936350411,11,2.06,3.777801,-2.777843,183,-299.479744853666,,297.56083108712,,,1480391354,1480391354,2016/11/29,13754,03:49:14,,,,117078.778663733,-1310198.13802252
117204.184232005,-1310509.12515505,-198.425432339103,184,-13.284516024941,195.29329541009,7,-297.631271490043,-3.1321369290133,294.49913456103,734.479,-82.914071,-77.9362202029,L870:2005,L870,174.8894010877,11,2.06,3.763688,-2.834722,183,-301.653567703113,-13.189236551053,298.5214307741,,,1480391355,1480391355,2016/11/29,13755,03:49:15,,,,117176.360331095,-1310198.014453
117301.800990388,-1310508.98041807,-194.237509063772,184,-13.665633920494,191.04791130804,7,-298.364601984292,-3.1895977557323,295.17500422856,734.42,-82.81142,-77.9361423191,L870:2005,L870,174.8851665904,11,2.06,3.699189,-2.660016,183,-302.274539445992,-13.665633920494,299.08494169026,,,1480391356,1480391356,2016/11/29,13756,03:49:16,,,,117273.95391557,-1310197.86975039
117399.441684851,-1310508.88071413,-195.599255207592,184,-13.85619286827,191.41935731301,7,-300.178348452762,-4.1798978945815,295.99845055818,734.423,-82.725699,-77.9360639421,L870:2005,L870,174.880931285,11,2.06,3.614988,-2.623933,183,-303.630180418241,-13.760913394382,299.45028252366,,,1480391357,1480391357,2016/11/29,13757,03:49:17,,,,117371.571430443,-1310197.77007011
117497.122394904,-1310508.86474056,-200.835340169824,184,-14.046751816047,196.49466235583,7,-302.169042095484,-4.3406778139941,297.82836428149,734.315,-82.735529,-77.9359847079,L870:2005,L870,174.8766946251,11,2.06,3.667717,-2.532624,183,-304.079346876384,-13.951472342159,299.73866906239,,,1480391358,1480391358,2016/11/29,13758,03:49:18,,,,117469.228951406,-1310197.75410033
117594.843636395,-1310508.90671471,-209.721359960339,184,-14.713708133264,204.34949352049,7,-302.982537563779,-5.371866439849,297.61067112393,734.234,-82.823859,-77.9359048498,L870:2005,L870,174.8724564889,11,2.06,3.707931,-2.641486,183,-305.394889002659,-14.332590237711,300.02302256281,,,1480391359,1480391359,2016/11/29,13759,03:49:19,,,,117566.926994184,-1310197.79606452
117692.595582302,-1310508.99871068,-217.490680468564,184,-14.999546554929,212.03069271349,7,-303.844386312734,-5.4599877550737,298.38439855766,734.139,-82.840989,-77.9358244476,L870:2005,L870,174.8682172724,11,2.06,3.660088,-2.703903,183,-306.022482294694,-14.999546554929,300.56249453962,,,1480391360,1480391360,2016/11/29,13760,03:49:20,,,,117664.65573409,-1310197.88803864
117790.383992853,-1310509.09420484,-218.197879701175,184,-15.761782346035,212.53012580834,7,-304.343115085485,-5.6677538928353,298.67536119265,733.954,-82.853654,-77.9357439184,L870:2005,L870,174.863976545,11,2.06,3.744657,-2.955664,183,-306.115748953855,-15.857061819923,300.44799506102,,,1480391361,1480391361,2016/11/29,13761,03:49:21,,,,117762.420929983,-1310197.98351013
117888.193740582,-1310509.11158148,-216.725072451285,184,-15.761782346035,210.96017283421,7,-305.137878129385,-5.7648996170748,299.37297851231,733.845,-82.798659,-77.9356640145,L870:2005,L870,174.8597346445,11,2.06,3.724875,-3.116442,183,-305.777782246305,-15.666502872146,300.01288262923,,,1480391362,1480391362,2016/11/29,13762,03:49:22,,,,117860.207457989,-1310198.00088265
117986.01560282,-1310509.05163165,-215.419259555214,184,-15.571223398258,209.72331363525,7,-306.656203787784,-5.6959459199638,300.96025786782,733.907,-82.721916,-77.9355847362,L870:2005,L870,174.8554919733,11,2.06,3.690478,-2.830001,183,-305.621521972324,-15.571223398258,299.92557605236,,,1480391363,1480391363,2016/11/29,13763,03:49:23,,,,117958.006097627,-1310197.94094706
118083.850483308,-1310508.98449027,-214.937797738733,184,-15.571223398258,208.44803494834,7,-308.491584036053,-6.4897627903928,302.00182124566,734.114,-82.657574,-77.9355054468,L870:2005,L870,174.8512487656,11,2.06,3.721981,-2.696367,183,-307.050939010483,-15.571223398258,300.56117622009,,,1480391364,1480391364,2016/11/29,13764,03:49:24,,,,118055.817752425,-1310197.87382162
118181.689961225,-1310508.98101345,-214.390726003852,184,-15.190105502705,208.19459605263,7,-306.064787721952,-6.1961299512224,299.86865777073,734.412,-82.773239,-77.9354255107,L870:2005,L870,174.8470056637,11,2.06,3.780038,-2.723831,183,-307.385661495982,-15.094826028817,301.18953154476,,,1480391365,1480391365,2016/11/29,13765,03:49:25,,,,118153.634003562,-1310197.87034562
118279.524121196,-1310509.00935154,-215.701041087332,184,-14.618428659376,209.81440612339,7,-306.097337948492,-5.8866349639417,300.21070298455,734.726,-82.902415,-77.9353452248,L870:2005,L870,174.8427629736,11,2.06,3.755268,-2.733242,183,-307.410631633772,-14.808987607152,301.52399666983,,,1480391366,1480391366,2016/11/29,13766,03:49:26,,,,118251.444938014,-1310197.89867698
118377.346723086,-1310509.00105044,-217.311525615496,184,-14.332590237711,211.76815318799,7,-307.017894678456,-5.5433724275058,301.47452225095,735.077,-82.887227,-77.9352652149,L870:2005,L870,174.8385206981,11,2.06,3.826067,-2.98158,183,-307.364135119246,-14.332590237711,301.82076269174,,,1480391367,1480391367,2016/11/29,13767,03:49:27,,,,118349.244317129,-1310197.89037786
118475.133089478,-1310508.93564515,-218.2145211756,184,-13.379795498829,213.09642670361,7,-306.77169841877,-5.1180944719898,301.65360394678,735.514,-82.849413,-77.9351856868,L870:2005,L870,174.8342798268,11,2.06,3.80662,-2.88079,183,-307.49401518289,-13.284516024941,302.3759207109,,,1480391368,1480391368,2016/11/29,13768,03:49:28,,,,118447.007469349,-1310197.82498809
118572.878461324,-1310508.86560898,-217.984005454254,184,-12.8081186555,213.33168399406,7,-306.487788973974,-4.6523214601939,301.83546751378,735.991,-82.897419,-77.9351061687,L870:2005,L870,174.8300407714,11,2.06,3.930387,-2.988579,183,-307.388312259804,-12.8081186555,302.73599079961,,,1480391369,1480391369,2016/11/29,13769,03:49:29,,,,118544.729636754,-1310197.75496855
118670.57510254,-1310508.75083232,-217.588873492892,184,-11.855323916618,213.61154443921,7,-306.150734866032,-3.9773290536821,302.17340581235,736.584,-82.965282,-77.9350270307,L870:2005,L870,174.8258037098,11,2.06,3.891155,-2.780339,183,-307.273650866672,-11.76004444273,303.29632181299,,,1480391370,1480391370,2016/11/29,13770,03:49:30,,,,118642.403085097,-1310197.64021913
118768.229343743,-1310508.58403458,-217.051424317665,184,-10.711970229959,214.56737493619,7,-305.439636806255,-2.4840493814745,302.95558742478,737.097,-82.96129,-77.9349483337,L870:2005,L870,174.8215683384,11,2.06,3.773643,-2.675575,183,-306.219157707775,-10.521411282183,303.7351083263,,,1480391371,1480391371,2016/11/29,13771,03:49:31,,,,118740.034143494,-1310197.473461
